iter	Passed	Remaining
2599	137978	392708
2600	138033	392660
2601	138084	392600
2602	138134	392540
2603	138183	392474
2604	138228	392399
2605	138273	392323
2606	138314	392236
2607	138354	392146
2608	138399	392070
2609	138448	392006
2610	138495	391935
2611	138533	391840
2612	138575	391754
2613	138616	391668
2614	138660	391589
2615	138702	391507
2616	138747	391429
2617	138779	391317
2618	138815	391217
2619	138867	391160
2620	138912	391086
2621	138964	391030
2622	139006	390946
2623	139048	390862
2624	139091	390779
2625	139150	390743
2626	139191	390658
2627	139226	390554
2628	139268	390472
2629	139306	390376
2630	139351	390301
2631	139395	390222
2632	139443	390156
2633	139481	390061
2634	139526	389985
2635	139562	389885
2636	139601	389792
2637	139639	389698
2638	139677	389605
2639	139720	389523
2640	139767	389452
2641	139808	389367
2642	139857	389304
2643	139898	389217
2644	139936	389124
2645	139971	389021
2646	140021	388959
2647	140052	388846
2648	140099	388777
2649	140144	388702
2650	140192	388634
2651	140231	388544
2652	140279	388479
2653	140332	388424
2654	140372	388337
2655	140412	388248
2656	140462	388187
2657	140502	388099
2658	140546	388021
2659	140592	387950
2660	140638	387877
2661	140683	387805
2662	140741	387766
2663	140784	387686
2664	140827	387605
2665	140865	387512
2666	140910	387436
2667	140955	387362
2668	141000	387289
2669	141043	387209
2670	141082	387119
2671	141133	387060
2672	141178	386985
2673	141226	386921
2674	141273	386851
2675	141316	386773
2676	141363	386702
2677	141416	386652
2678	141463	386582
2679	141510	386512
2680	141552	386431
2681	141591	386341
2682	141630	386249
2683	141663	386144
2684	141671	385970
2685	141717	385896
2686	141762	385823
2687	141809	385756
2688	141856	385688
2689	141897	385603
2690	141946	385539
2691	141992	385468
2692	142025	385362
2693	142064	385272
2694	142109	385198
2695	142153	385123
2696	142197	385046
2697	142243	384976
2698	142293	384914
2699	142341	384848
2700	142382	384764
2701	142432	384705
2702	142484	384651
2703	142527	384571
2704	142575	384506
2705	142625	384445
2706	142671	384376
2707	142716	384301
2708	142758	384220
2709	142801	384142
2710	142845	384064
2711	142898	384014
2712	142938	383927
2713	142994	383881
2714	143052	383843
2715	143107	383797
2716	143159	383744
2717	143208	383680
2718	143256	383615
2719	143311	383568
2720	143357	383498
2721	143407	383439
2722	143457	383378
2723	143509	383323
2724	143551	383242
2725	143598	383175
2726	143647	383113
2727	143705	383073
2728	143757	383019
2729	143800	382940
2730	143844	382864
2731	143887	382788
2732	143932	382712
2733	143984	382658
2734	144029	382587
2735	144080	382528
2736	144120	382443
2737	144157	382349
2738	144204	382281
2739	144246	382201
2740	144292	382130
2741	144341	382069
2742	144388	382001
2743	144441	381947
2744	144480	381859
2745	144538	381820
2746	144591	381769
2747	144634	381691
2748	144683	381630
2749	144725	381549
2750	144778	381496
2751	144822	381421
2752	144888	381404
2753	144934	381334
2754	144994	381302
2755	145033	381212
2756	145085	381159
2757	145136	381102
2758	145186	381041
2759	145245	381007
2760	145286	380923
2761	145331	380851
2762	145381	380791
2763	145437	380748
2764	145494	380706
2765	145546	380651
2766	145604	380613
2767	145648	380538
2768	145704	380494
2769	145748	380419
2770	145796	380355
2771	145849	380304
2772	145898	380240
2773	145947	380179
2774	146005	380140
2775	146058	380089
2776	146128	380081
2777	146178	380021
2778	146237	379985
2779	146286	379923
2780	146329	379845
2781	146370	379763
2782	146416	379693
2783	146458	379612
2784	146499	379531
2785	146547	379466
2786	146591	379391
2787	146641	379333
2788	146687	379262
2789	146732	379191
2790	146770	379100
2791	146823	379049
2792	146866	378971
2793	146907	378889
2794	146944	378796
2795	146978	378694
2796	147018	378609
2797	147066	378546
2798	147107	378464
2799	147148	378381
2800	147184	378286
2801	147224	378201
2802	147271	378136
2803	147324	378084
2804	147370	378014
2805	147407	377921
2806	147449	377843
2807	147492	377764
2808	147535	377688
2809	147571	377594
2810	147615	377520
2811	147656	377436
2812	147699	377359
2813	147738	377274
2814	147785	377206
2815	147821	377111
2816	147865	377038
2817	147912	376972
2818	147967	376926
2819	148013	376857
2820	148065	376803
2821	148124	376766
2822	148171	376701
2823	148212	376618
2824	148262	376561
2825	148303	376478
2826	148355	376424
2827	148397	376345
2828	148436	376258
2829	148475	376171
2830	148524	376112
2831	148568	376036
2832	148608	375953
2833	148657	375891
2834	148704	375826
2835	148754	375768
2836	148795	375686
2837	148837	375606
2838	148878	375527
2839	148926	375462
2840	148965	375375
2841	149002	375286
2842	149052	375226
2843	149100	375162
2844	149150	375104
2845	149183	375002
2846	149230	374937
2847	149275	374865
2848	149315	374781
2849	149356	374701
2850	149402	374632
2851	149447	374560
2852	149494	374496
2853	149536	374417
2854	149577	374335
2855	149627	374277
2856	149675	374213
2857	149718	374138
2858	149758	374054
2859	149805	373991
2860	149847	373912
2861	149885	373822
2862	149935	373764
2863	149979	373691
2864	150025	373623
2865	150078	373572
2866	150120	373495
2867	150163	373419
2868	150214	373364
2869	150266	373310
2870	150314	373246
2871	150364	373189
2872	150411	373123
2873	150450	373038
2874	150488	372949
2875	150532	372876
2876	150591	372840
2877	150634	372766
2878	150675	372684
2879	150727	372632
2880	150763	372539
2881	150808	372468
2882	150852	372395
2883	150912	372362
2884	150950	372275
2885	150991	372194
2886	151037	372125
2887	151080	372050
2888	151119	371965
2889	151161	371889
2890	151201	371805
2891	151239	371718
2892	151282	371643
2893	151328	371574
2894	151374	371508
2895	151416	371429
2896	151463	371365
2897	151503	371284
2898	151546	371206
2899	151589	371132
2900	151638	371073
2901	151684	371003
2902	151728	370932
2903	151773	370863
2904	151810	370773
2905	151848	370685
2906	151891	370610
2907	151929	370524
2908	151967	370436
2909	151997	370330
2910	152037	370248
2911	152078	370168
2912	152122	370095
2913	152163	370018
2914	152202	369934
2915	152255	369881
2916	152299	369809
2917	152348	369749
2918	152388	369668
2919	152426	369581
2920	152475	369522
2921	152511	369431
2922	152570	369394
2923	152611	369315
2924	152653	369239
2925	152700	369175
2926	152741	369094
2927	152786	369024
2928	152834	368962
2929	152871	368873
2930	152917	368808
2931	152966	368747
2932	152983	368610
2933	153034	368554
2934	153082	368494
2935	153128	368425
2936	153175	368361
2937	153226	368306
2938	153268	368230
2939	153328	368197
2940	153371	368122
2941	153409	368035
2942	153446	367947
2943	153485	367865
2944	153529	367792
2945	153566	367704
2946	153605	367622
2947	153654	367562
2948	153708	367513
2949	153751	367439
2950	153788	367351
2951	153829	367274
2952	153872	367198
2953	153919	367133
2954	153962	367061
2955	153999	366972
2956	154053	366924
2957	154098	366857
2958	154135	366769
2959	154187	366716
2960	154230	366643
2961	154273	366569
2962	154318	366499
2963	154361	366426
2964	154402	366346
2965	154448	366280
2966	154488	366199
2967	154530	366125
2968	154572	366049
2969	154617	365980
2970	154663	365912
2971	154705	365837
2972	154749	365766
2973	154788	365683
2974	154840	365631
2975	154888	365570
2976	154929	365491
2977	154972	365419
2978	155015	365344
2979	155054	365263
2980	155103	365203
2981	155144	365125
2982	155193	365066
2983	155244	365011
2984	155291	364947
2985	155337	364882
2986	155385	364821
2987	155427	364745
2988	155467	364664
2989	155513	364598
2990	155571	364559
2991	155615	364489
2992	155661	364424
2993	155711	364365
2994	155750	364285
2995	155799	364224
2996	155839	364145
2997	155886	364081
2998	155931	364013
2999	155983	363961
3000	156034	363906
3001	156079	363838
3002	156122	363766
3003	156163	363688
3004	156216	363639
3005	156260	363567
3006	156302	363493
3007	156345	363419
3008	156382	363332
3009	156436	363285
3010	156476	363207
3011	156523	363142
3012	156576	363092
3013	156620	363022
3014	156665	362955
3015	156715	362897
3016	156760	362829
3017	156801	362753
3018	156840	362670
3019	156893	362622
3020	156936	362549
3021	156977	362470
3022	157025	362411
3023	157064	362329
3024	157110	362262
3025	157153	362190
3026	157209	362148
3027	157267	362109
3028	157311	362039
3029	157358	361975
3030	157402	361905
3031	157446	361836
3032	157490	361766
3033	157532	361691
3034	157580	361630
3035	157621	361553
3036	157674	361503
3037	157719	361436
3038	157764	361368
3039	157808	361298
3040	157858	361241
3041	157923	361219
3042	157979	361176
3043	158041	361148
3044	158090	361090
3045	158138	361028
3046	158189	360975
3047	158242	360925
3048	158298	360884
3049	158361	360856
3050	158405	360785
3051	158448	360714
3052	158496	360652
3053	158538	360579
3054	158583	360510
3055	158625	360437
3056	158668	360363
3057	158718	360308
3058	158757	360227
3059	158801	360158
3060	158847	360091
3061	158888	360015
3062	158926	359933
3063	158965	359850
3064	159010	359783
3065	159053	359711
3066	159097	359641
3067	159142	359575
3068	159197	359531
3069	159244	359466
3070	159300	359425
3071	159345	359357
3072	159389	359287
3073	159443	359239
3074	159491	359180
3075	159534	359107
3076	159577	359036
3077	159624	358972
3078	159663	358892
3079	159709	358827
3080	159762	358779
3081	159805	358706
3082	159847	358633
3083	159886	358552
3084	159930	358482
3085	159974	358413
3086	160020	358349
3087	160059	358267
3088	160100	358192
3089	160141	358114
3090	160187	358051
3091	160239	357999
3092	160283	357931
3093	160323	357852
3094	160367	357782
3095	160403	357694
3096	160447	357625
3097	160486	357545
3098	160531	357478
3099	160574	357406
3100	160614	357330
3101	160658	357261
3102	160697	357179
3103	160736	357099
3104	160784	357039
3105	160829	356973
3106	160873	356904
3107	160915	356830
3108	160954	356751
3109	161005	356697
3110	161057	356645
3111	161095	356562
3112	161143	356503
3113	161200	356462
3114	161245	356396
3115	161299	356349
3116	161351	356298
3117	161397	356234
3118	161448	356181
3119	161493	356114
3120	161553	356079
3121	161597	356012
3122	161634	355926
3123	161693	355890
3124	161738	355825
3125	161782	355756
3126	161830	355696
3127	161872	355622
3128	161916	355553
3129	161959	355482
3130	162006	355420
3131	162043	355337
3132	162078	355247
3133	162126	355189
3134	162170	355118
3135	162214	355051
3136	162267	355002
3137	162313	354937
3138	162361	354877
3139	162386	354767
3140	162435	354709
3141	162475	354633
3142	162520	354566
3143	162558	354485
3144	162605	354422
3145	162639	354332
3146	162691	354281
3147	162734	354211
3148	162778	354142
3149	162819	354068
3150	162855	353981
3151	162914	353946
3152	162968	353900
3153	163016	353840
3154	163072	353798
3155	163120	353738
3156	163184	353713
3157	163234	353658
3158	163280	353592
3159	163331	353540
3160	163380	353483
3161	163436	353440
3162	163479	353369
3163	163530	353317
3164	163567	353232
3165	163614	353171
3166	163663	353113
3167	163706	353043
3168	163752	352979
3169	163806	352932
3170	163849	352863
3171	163888	352783
3172	163933	352717
3173	163985	352666
3174	164028	352597
3175	164076	352537
3176	164124	352477
3177	164162	352396
3178	164206	352329
3179	164255	352270
3180	164297	352199
3181	164335	352118
3182	164377	352046
3183	164420	351975
3184	164463	351904
3185	164507	351836
3186	164546	351759
3187	164593	351697
3188	164634	351622
3189	164676	351551
3190	164718	351478
3191	164768	351423
3192	164810	351352
3193	164848	351270
3194	164888	351193
3195	164929	351119
3196	164977	351060
3197	165024	350999
3198	165070	350937
3199	165112	350864
3200	165149	350780
3201	165185	350696
3202	165230	350631
3203	165271	350557
3204	165312	350483
3205	165348	350398
3206	165386	350317
3207	165430	350249
3208	165471	350177
3209	165517	350113
3210	165557	350036
3211	165602	349972
3212	165648	349908
3213	165696	349849
3214	165739	349780
3215	165781	349707
3216	165827	349645
3217	165872	349579
3218	165922	349524
3219	165966	349456
3220	166013	349396
3221	166056	349325
3222	166104	349268
3223	166146	349196
3224	166196	349140
3225	166246	349086
3226	166286	349011
3227	166331	348945
3228	166373	348873
3229	166414	348800
3230	166452	348721
3231	166491	348642
3232	166533	348571
3233	166576	348503
3234	166616	348426
3235	166660	348359
3236	166705	348294
3237	166742	348213
3238	166792	348157
3239	166848	348116
3240	166894	348053
3241	166940	347991
3242	166983	347921
3243	167026	347851
3244	167075	347795
3245	167117	347722
3246	167165	347665
3247	167207	347593
3248	167252	347529
3249	167303	347476
3250	167350	347414
3251	167404	347368
3252	167444	347295
3253	167496	347243
3254	167536	347169
3255	167598	347138
3256	167651	347090
3257	167694	347022
3258	167737	346951
3259	167783	346890
3260	167826	346821
3261	167877	346767
3262	167938	346736
3263	167990	346686
3264	168057	346666
3265	168098	346593
3266	168153	346550
3267	168202	346492
3268	168256	346447
3269	168299	346378
3270	168346	346317
3271	168401	346273
3272	168441	346197
3273	168484	346130
3274	168521	346048
3275	168559	345969
3276	168608	345912
3277	168659	345859
3278	168707	345801
3279	168750	345733
3280	168796	345670
3281	168838	345600
3282	168881	345530
3283	168926	345464
3284	168978	345416
3285	169019	345343
3286	169059	345268
3287	169099	345192
3288	169139	345119
3289	169180	345046
3290	169220	344971
3291	169266	344908
3292	169309	344840
3293	169348	344762
3294	169359	344629
3295	169400	344556
3296	169434	344470
3297	169478	344403
3298	169518	344328
3299	169564	344266
3300	169607	344199
3301	169659	344149
3302	169711	344097
3303	169764	344049
3304	169808	343984
3305	169856	343926
3306	169910	343879
3307	169955	343815
3308	170002	343754
3309	170051	343698
3310	170097	343637
3311	170142	343572
3312	170190	343514
3313	170237	343454
3314	170281	343388
3315	170324	343320
3316	170362	343241
3317	170408	343180
3318	170452	343114
3319	170496	343047
3320	170545	342990
3321	170589	342925
3322	170624	342841
3323	170670	342778
3324	170710	342703
3325	170767	342664
3326	170812	342599
3327	170863	342547
3328	170913	342494
3329	170956	342426
3330	170999	342358
3331	171052	342310
3332	171093	342237
3333	171153	342203
3334	171204	342152
3335	171246	342081
3336	171289	342014
3337	171330	341941
3338	171377	341882
3339	171423	341819
3340	171464	341748
3341	171504	341673
3342	171548	341608
3343	171597	341552
3344	171644	341493
3345	171690	341431
3346	171734	341366
3347	171781	341305
3348	171830	341248
3349	171872	341179
3350	171919	341119
3351	171964	341057
3352	172009	340991
3353	172054	340928
3354	172114	340893
3355	172159	340831
3356	172206	340770
3357	172249	340703
3358	172302	340654
3359	172353	340603
3360	172405	340553
3361	172452	340493
3362	172494	340424
3363	172531	340344
3364	172577	340282
3365	172624	340222
3366	172667	340154
3367	172714	340094
3368	172761	340036
3369	172806	339971
3370	172850	339906
3371	172895	339842
3372	172955	339808
3373	173006	339756
3374	173053	339697
3375	173097	339632
3376	173151	339586
3377	173204	339539
3378	173256	339488
3379	173304	339430
3380	173355	339378
3381	173407	339329
3382	173449	339260
3383	173487	339182
3384	173531	339116
3385	173581	339063
3386	173629	339005
3387	173683	338960
3388	173727	338894
3389	173776	338838
3390	173780	338695
3391	173832	338645
3392	173877	338582
3393	173919	338512
3394	173969	338458
3395	174018	338403
3396	174060	338335
3397	174109	338278
3398	174157	338220
3399	174199	338151
3400	174249	338097
3401	174300	338046
3402	174346	337985
3403	174391	337922
3404	174438	337863
3405	174488	337808
3406	174540	337759
3407	174583	337692
3408	174628	337629
3409	174676	337570
3410	174717	337499
3411	174765	337442
3412	174820	337399
3413	174862	337330
3414	174908	337267
3415	174955	337210
3416	175005	337154
3417	175052	337095
3418	175113	337064
3419	175157	336999
3420	175199	336929
3421	175238	336855
3422	175286	336797
3423	175330	336732
3424	175373	336666
3425	175415	336597
3426	175458	336530
3427	175500	336461
3428	175535	336379
3429	175575	336307
3430	175616	336236
3431	175666	336181
3432	175707	336110
3433	175712	335972
3434	175750	335895
3435	175793	335828
3436	175836	335763
3437	175880	335697
3438	175925	335634
3439	175977	335584
3440	176022	335522
3441	176067	335458
3442	176116	335403
3443	176156	335332
3444	176205	335276
3445	176259	335229
3446	176298	335155
3447	176334	335076
3448	176378	335012
3449	176427	334957
3450	176478	334904
3451	176525	334846
3452	176561	334766
3453	176599	334690
3454	176639	334617
3455	176682	334551
3456	176738	334509
3457	176781	334444
3458	176836	334398
3459	176880	334335
3460	176932	334285
3461	176982	334231
3462	177031	334176
3463	177082	334125
3464	177128	334064
3465	177177	334010
3466	177217	333937
3467	177276	333900
3468	177325	333845
3469	177373	333788
3470	177413	333717
3471	177457	333653
3472	177504	333594
3473	177554	333541
3474	177597	333475
3475	177650	333426
3476	177695	333364
3477	177741	333304
3478	177784	333237
3479	177836	333188
3480	177902	333164
3481	177955	333116
3482	178006	333065
3483	178055	333010
3484	178108	332963
3485	178154	332903
3486	178202	332845
3487	178254	332797
3488	178290	332716
3489	178335	332654
3490	178379	332590
3491	178422	332523
3492	178465	332457
3493	178503	332382
3494	178546	332316
3495	178593	332257
3496	178637	332193
3497	178671	332109
3498	178712	332039
3499	178749	331963
3500	178790	331893
3501	178827	331815
3502	178861	331734
3503	178903	331665
3504	178962	331629
3505	179004	331561
3506	179042	331487
3507	179084	331418
3508	179133	331363
3509	179175	331295
3510	179216	331225
3511	179259	331160
3512	179305	331100
3513	179349	331036
3514	179390	330966
3515	179430	330896
3516	179479	330840
3517	179525	330779
3518	179560	330700
3519	179599	330626
3520	179631	330540
3521	179669	330466
3522	179710	330396
3523	179751	330327
3524	179800	330271
3525	179840	330199
3526	179882	330132
3527	179932	330080
3528	179977	330017
3529	180016	329944
3530	180061	329882
3531	180102	329814
3532	180145	329748
3533	180185	329677
3534	180227	329609
3535	180263	329531
3536	180299	329453
3537	180350	329402
3538	180389	329329
3539	180438	329275
3540	180482	329210
3541	180521	329139
3542	180564	329072
3543	180608	329009
3544	180642	328927
3545	180684	328860
3546	180727	328794
3547	180771	328731
3548	180808	328654
3549	180847	328581
3550	180897	328528
3551	180942	328467
3552	180990	328411
3553	181036	328351
3554	181079	328285
3555	181122	328220
3556	181174	328171
3557	181223	328117
3558	181264	328049
3559	181304	327978
3560	181351	327920
3561	181404	327871
3562	181451	327814
3563	181493	327747
3564	181542	327692
3565	181592	327640
3566	181632	327570
3567	181687	327526
3568	181731	327463
3569	181778	327405
3570	181830	327356
3571	181874	327292
3572	181936	327261
3573	181977	327192
3574	182025	327137
3575	182071	327076
3576	182131	327042
3577	182177	326983
3578	182224	326924
3579	182274	326871
3580	182305	326785
3581	182349	326721
3582	182397	326665
3583	182447	326613
3584	182480	326531
3585	182519	326459
3586	182565	326398
3587	182607	326331
3588	182645	326258
3589	182685	326187
3590	182734	326133
3591	182779	326072
3592	182844	326045
3593	182900	326004
3594	182954	325959
3595	183006	325909
3596	183050	325847
3597	183100	325795
3598	183138	325721
3599	183189	325669
3600	183231	325603
3601	183271	325532
3602	183314	325468
3603	183357	325403
3604	183397	325333
3605	183431	325253
3606	183474	325187
3607	183514	325118
3608	183551	325042
3609	183591	324972
3610	183631	324902
3611	183672	324833
3612	183707	324754
3613	183747	324685
3614	183789	324618
3615	183829	324548
3616	183871	324482
3617	183916	324421
3618	183960	324357
3619	184001	324289
3620	184040	324218
3621	184086	324158
3622	184139	324111
3623	184197	324073
3624	184243	324014
3625	184285	323948
3626	184333	323892
3627	184378	323831
3628	184417	323759
3629	184458	323691
3630	184500	323625
3631	184542	323559
3632	184579	323483
3633	184616	323409
3634	184655	323338
3635	184692	323263
3636	184738	323203
3637	184781	323138
3638	184819	323065
3639	184855	322989
3640	184900	322927
3641	184935	322850
3642	184970	322771
3643	185012	322704
3644	185060	322649
3645	185103	322585
3646	185147	322523
3647	185187	322454
3648	185225	322380
3649	185267	322313
3650	185307	322245
3651	185349	322179
3652	185391	322112
3653	185437	322053
3654	185485	321999
3655	185527	321932
3656	185572	321872
3657	185613	321805
3658	185657	321741
3659	185693	321665
3660	185736	321601
3661	185784	321546
3662	185820	321470
3663	185863	321405
3664	185909	321347
3665	185955	321287
3666	185992	321214
3667	186037	321152
3668	186076	321082
3669	186122	321023
3670	186168	320963
3671	186218	320912
3672	186233	320800
3673	186274	320733
3674	186312	320660
3675	186367	320616
3676	186417	320564
3677	186456	320493
3678	186497	320426
3679	186535	320354
3680	186574	320282
3681	186615	320216
3682	186658	320151
3683	186699	320084
3684	186740	320017
3685	186781	319950
3686	186838	319911
3687	186890	319862
3688	186939	319808
3689	186985	319749
3690	187038	319703
3691	187086	319647
3692	187126	319580
3693	187176	319527
3694	187222	319468
3695	187264	319402
3696	187315	319352
3697	187353	319281
3698	187398	319220
3699	187441	319157
3700	187485	319095
3701	187529	319032
3702	187568	318963
3703	187617	318909
3704	187675	318871
3705	187716	318803
3706	187777	318771
3707	187837	318736
3708	187886	318683
3709	187934	318627
3710	187984	318575
3711	188025	318508
3712	188077	318460
3713	188121	318398
3714	188185	318370
3715	188228	318307
3716	188275	318249
3717	188313	318177
3718	188356	318115
3719	188403	318057
3720	188455	318009
3721	188495	317940
3722	188536	317873
3723	188581	317814
3724	188628	317757
3725	188679	317707
3726	188723	317644
3727	188766	317581
3728	188811	317521
3729	188859	317466
3730	188915	317424
3731	188962	317367
3732	188999	317293
3733	189034	317217
3734	189076	317152
3735	189114	317081
3736	189155	317014
3737	189196	316946
3738	189233	316874
3739	189278	316813
3740	189321	316750
3741	189365	316688
3742	189405	316620
3743	189446	316553
3744	189488	316489
3745	189526	316417
3746	189562	316341
3747	189604	316277
3748	189650	316218
3749	189686	316143
3750	189730	316083
3751	189784	316037
3752	189822	315966
3753	189863	315899
3754	189904	315833
3755	189947	315770
3756	189985	315698
3757	190026	315632
3758	190071	315573
3759	190111	315503
3760	190123	315389
3761	190165	315325
3762	190205	315256
3763	190247	315192
3764	190295	315137
3765	190350	315094
3766	190391	315028
3767	190445	314983
3768	190486	314916
3769	190528	314852
3770	190567	314782
3771	190605	314711
3772	190649	314650
3773	190691	314585
3774	190739	314530
3775	190786	314474
3776	190824	314402
3777	190874	314351
3778	190914	314283
3779	190955	314218
3780	190996	314151
3781	191035	314082
3782	191084	314028
3783	191133	313975
3784	191184	313927
3785	191224	313858
3786	191260	313783
3787	191301	313718
3788	191344	313655
3789	191385	313590
3790	191426	313523
3791	191463	313451
3792	191503	313383
3793	191552	313330
3794	191605	313283
3795	191646	313217
3796	191682	313143
3797	191725	313080
3798	191762	313009
3799	191799	312935
3800	191837	312864
3801	191880	312802
3802	191919	312734
3803	191965	312675
3804	192008	312612
3805	192051	312549
3806	192092	312484
3807	192133	312417
3808	192175	312355
3809	192220	312294
3810	192256	312221
3811	192294	312151
3812	192338	312089
3813	192387	312036
3814	192426	311968
3815	192466	311901
3816	192517	311851
3817	192560	311788
3818	192601	311723
3819	192647	311665
3820	192693	311607
3821	192749	311565
3822	192796	311510
3823	192849	311463
3824	192902	311417
3825	192949	311362
3826	192994	311302
3827	193036	311238
3828	193084	311183
3829	193129	311125
3830	193173	311064
3831	193216	311002
3832	193259	310940
3833	193309	310887
3834	193354	310829
3835	193406	310781
3836	193450	310720
3837	193491	310655
3838	193544	310608
3839	193577	310530
3840	193630	310483
3841	193668	310414
3842	193712	310353
3843	193761	310301
3844	193816	310257
3845	193855	310189
3846	193904	310135
3847	193948	310076
3848	193986	310005
3849	194035	309952
3850	194077	309889
3851	194112	309813
3852	194148	309740
3853	194189	309675
3854	194237	309621
3855	194283	309563
3856	194322	309495
3857	194378	309453
3858	194428	309402
3859	194474	309345
3860	194518	309285
3861	194563	309226
3862	194609	309168
3863	194651	309104
3864	194695	309043
3865	194738	308982
3866	194781	308920
3867	194824	308858
3868	194879	308815
3869	194922	308753
3870	194962	308686
3871	194999	308615
3872	195041	308551
3873	195078	308480
3874	195120	308415
3875	195169	308363
3876	195209	308297
3877	195250	308231
3878	195292	308167
3879	195331	308100
3880	195377	308043
3881	195423	307985
3882	195466	307924
3883	195510	307863
3884	195552	307800
3885	195594	307736
3886	195640	307679
3887	195680	307613
3888	195719	307545
3889	195764	307486
3890	195800	307413
3891	195843	307351
3892	195888	307292
3893	195933	307233
3894	195967	307158
3895	196010	307096
3896	196059	307044
3897	196101	306981
3898	196139	306912
3899	196177	306841
3900	196214	306769
3901	196256	306707
3902	196291	306632
3903	196334	306571
3904	196372	306502
3905	196419	306446
3906	196427	306330
3907	196468	306265
3908	196507	306197
3909	196549	306135
3910	196598	306081
3911	196647	306030
3912	196695	305975
3913	196737	305912
3914	196782	305854
3915	196821	305786
3916	196872	305737
3917	196919	305682
3918	196953	305607
3919	196992	305539
3920	197032	305473
3921	197073	305409
3922	197115	305346
3923	197158	305283
3924	197199	305220
3925	197246	305164
3926	197286	305098
3927	197320	305023
3928	197361	304957
3929	197370	304845
3930	197413	304783
3931	197454	304719
3932	197494	304652
3933	197540	304595
3934	197580	304529
3935	197617	304459
3936	197665	304405
3937	197706	304342
3938	197751	304283
3939	197815	304253
3940	197871	304213
3941	197920	304161
3942	197968	304106
3943	198009	304042
3944	198052	303981
3945	198112	303947
3946	198163	303897
3947	198205	303834
3948	198246	303770
3949	198290	303710
3950	198335	303653
3951	198383	303599
3952	198420	303528
3953	198459	303461
3954	198509	303410
3955	198552	303349
3956	198597	303291
3957	198647	303240
3958	198692	303183
3959	198737	303125
3960	198782	303066
3961	198822	303001
3962	198871	302948
3963	198911	302883
3964	198952	302819
3965	199010	302780
3966	199053	302720
3967	199107	302675
3968	199151	302615
3969	199198	302560
3970	199237	302493
3971	199282	302435
3972	199333	302386
3973	199377	302326
3974	199425	302273
3975	199469	302213
3976	199515	302158
3977	199567	302110
3978	199609	302047
3979	199645	301976
3980	199694	301924
3981	199743	301871
3982	199788	301814
3983	199839	301765
3984	199879	301699
3985	199915	301628
3986	199957	301566
3987	199997	301500
3988	200042	301442
3989	200086	301383
3990	200149	301351
3991	200194	301295
3992	200237	301233
3993	200287	301183
3994	200330	301122
3995	200371	301058
3996	200408	300989
3997	200452	300928
3998	200501	300877
3999	200540	300810
4000	200582	300748
4001	200631	300697
4002	200689	300657
4003	200733	300598
4004	200779	300542
4005	200838	300506
4006	200888	300455
4007	200936	300401
4008	200977	300338
4009	201024	300284
4010	201067	300221
4011	201119	300174
4012	201163	300115
4013	201209	300059
4014	201249	299994
4015	201292	299934
4016	201341	299881
4017	201380	299814
4018	201420	299749
4019	201461	299686
4020	201510	299635
4021	201560	299584
4022	201608	299530
4023	201662	299487
4024	201711	299435
4025	201762	299385
4026	201805	299324
4027	201857	299278
4028	201910	299232
4029	201963	299186
4030	202009	299129
4031	202052	299069
4032	202106	299025
4033	202154	298972
4034	202204	298921
4035	202248	298863
4036	202284	298792
4037	202336	298744
4038	202382	298688
4039	202428	298632
4040	202469	298568
4041	202513	298509
4042	202557	298449
4043	202599	298389
4044	202641	298326
4045	202713	298309
4046	202786	298291
4047	202839	298246
4048	202894	298203
4049	202944	298153
4050	202997	298107
4051	203042	298049
4052	203091	297997
4053	203141	297947
4054	203192	297898
4055	203239	297843
4056	203287	297791
4057	203333	297734
4058	203376	297674
4059	203412	297603
4060	203458	297547
4061	203504	297490
4062	203551	297436
4063	203599	297383
4064	203642	297322
4065	203689	297268
4066	203736	297213
4067	203776	297149
4068	203826	297099
4069	203870	297039
4070	203912	296978
4071	203957	296920
4072	204001	296861
4073	204044	296800
4074	204100	296759
4075	204146	296703
4076	204187	296640
4077	204229	296577
4078	204271	296516
4079	204318	296462
4080	204368	296411
4081	204407	296346
4082	204446	296279
4083	204486	296215
4084	204534	296161
4085	204583	296109
4086	204627	296051
4087	204678	296002
4088	204720	295941
4089	204766	295885
4090	204813	295830
4091	204861	295777
4092	204911	295726
4093	204947	295657
4094	204997	295606
4095	205047	295556
4096	205088	295493
4097	205134	295438
4098	205178	295378
4099	205213	295306
4100	205256	295246
4101	205297	295184
4102	205338	295121
4103	205384	295065
4104	205425	295002
4105	205467	294940
4106	205513	294885
4107	205556	294824
4108	205598	294763
4109	205646	294710
4110	205704	294671
4111	205741	294602
4112	205782	294539
4113	205827	294482
4114	205872	294425
4115	205921	294373
4116	205976	294331
4117	206024	294278
4118	206072	294225
4119	206120	294171
4120	206160	294108
4121	206206	294051
4122	206261	294008
4123	206312	293959
4124	206347	293889
4125	206394	293834
4126	206448	293790
4127	206494	293734
4128	206543	293682
4129	206581	293615
4130	206622	293553
4131	206677	293509
4132	206721	293451
4133	206761	293387
4134	206811	293337
4135	206862	293288
4136	206901	293223
4137	206949	293170
4138	206997	293117
4139	207047	293066
4140	207095	293014
4141	207139	292956
4142	207176	292886
4143	207222	292831
4144	207266	292772
4145	207310	292715
4146	207350	292650
4147	207396	292595
4148	207437	292531
4149	207474	292464
4150	207515	292400
4151	207554	292336
4152	207610	292293
